,price,location,baths,bedrooms,Total_Area
11774,410.0,G-15,8,6,65340.0
11776,1350.0,F-10,6,10,10890.0
11777,450.0,E-11,6,6,2450.259
11778,465.0,DHA Defence,6,6,5445.0
11779,485.0,DHA Defence,7,6,5445.0
11780,590.0,I-8,6,6,3539.263
11781,750.0,F-6,6,5,48460.67799999999
11782,45.0,Burma Town,2,2,11979.043999999998
11803,1900.0,F-8,6,9,70785.0
11805,130.0,Margalla Town,4,2,1089.004
11806,165.0,Margalla Town,5,5,1361.255
11807,615.0,I-8,8,7,38659.642
11808,1500.0,F-7,6,6,5445.0
11809,360.0,G-11,6,6,1905.757
11810,122.0,Soan Garden,5,4,1633.506
11811,3000.0,F-7,10,9,10890.0
11812,115.0,Soan Garden,3,3,1633.506
11813,145.0,Soan Garden,5,5,1905.757
11814,85.0,Ghauri Town,6,5,1361.255
11815,140.0,Soan Garden,5,4,1905.757
11816,125.0,Naval Anchorage,5,4,1361.255
11818,180.0,G-13,4,4,1089.004
11822,250.0,Bani Gala,6,5,59895.0
11823,230.0,G-11,4,3,14429.302999999998
11824,230.0,G-11,4,3,14429.302999999998
11825,105.0,G-10,2,3,1089.004
11827,65.0,Bhara kahu,5,6,1361.255
11828,80.0,Soan Garden,4,4,1361.255
11829,170.0,Tarnol,9,9,2722.51
11830,230.0,DHA Defence,6,5,2722.51
11831,230.0,DHA Defence,6,5,2722.51
11862,135.0,D-12,2,2,11979.043999999998
11863,300.0,G-13,6,5,2178.008
11864,1300.0,F-8,6,5,59895.0
11865,140.0,Bahria Town,4,3,1361.255
11866,80.0,Chatha Bakhtawar,4,4,1361.255
11867,1400.0,I-8,10,11,65340.0
11868,1325.0,F-8,5,5,59895.0
11869,95.0,PWD Housing Scheme,4,4,1361.255
11870,125.0,PWD Housing Scheme,5,5,2722.51
11871,135.0,PWD Housing Scheme,5,5,2722.51
11872,350.0,Naval Anchorage,8,6,5445.0
11873,250.0,Zaraj Housing Scheme,8,7,3267.012
11874,75.0,Lehtarar Road,8,8,1361.255
11875,350.0,E-11,7,7,3267.012
11876,225.0,D-12,6,5,1361.255
11877,96.0,I-10,2,4,1089.004
11878,200.0,I-10,3,4,1633.506
11880,325.0,E-11,6,5,2178.008
11881,170.0,D-12,4,4,11979.043999999998
11882,475.0,E-11,6,6,33759.124
11883,330.0,E-11,5,5,2178.008
11884,175.0,D-12,4,4,11979.043999999998
11885,46.0,Ghauri Town,2,3,816.7529999999999
11914,450.0,F-11,4,4,2722.51
11915,600.0,Green Avenue,6,6,5445.0
11916,125.0,Korang Town,5,5,1633.506
11917,135.0,I-14,4,4,1361.255
11918,145.0,G-14,5,3,11979.043999999998
11919,625.0,E-11,8,6,5445.0
11920,95.0,Ghauri Town,4,3,1361.255
11921,375.0,Bahria Town,8,6,125235.0
11923,775.0,F-8,4,4,59895.0
11924,85.0,E-18,2,3,2722.51
11925,85.0,Royal City,2,3,1633.506
11926,75.0,DHA Defence,3,3,32125.618
11928,265.0,G-13,7,5,2178.008
11942,250.0,Chatha Bakhtawar,10,9,32942.371
11944,280.0,DHA Defence,6,5,2722.51
11946,105.0,Ghauri Town,5,4,1361.255
11948,250.0,PWD Housing Scheme,7,7,59895.0
11949,525.0,G-9,7,7,3811.514
11950,145.0,Ghauri Town,6,6,1361.255
11951,390.0,I-8,4,4,3267.012
11952,435.0,DHA Defence,6,5,5445.0
11953,55.0,Ghauri Town,3,2,1361.255
11954,160.0,G-13,5,4,11979.043999999998
11955,126.0,PWD Housing Scheme,3,2,2722.51
11957,700.0,F-10,6,6,59895.0
11958,180.0,Gulberg,6,5,1905.757
11959,38.0,Tarlai,1,4,1089.004
11960,240.0,DHA Defence,7,6,2178.008
11962,150.0,Bhara kahu,4,4,30764.363
11971,1200.0,F-11,9,9,5445.0
11974,148.0,Bahria Town,4,4,1361.255
11975,32.0,DHA Defence,2,2,1361.255
11976,40.0,E-14,3,3,1361.255
11977,115.0,PWD Housing Scheme,3,2,2722.51
11978,67.0,I-14,2,3,1361.255
11979,2400.0,F-8,10,11,10890.0
11980,600.0,F-10,4,4,5445.0
11982,110.0,Park Road,5,4,15246.056
11983,130.0,H-13,6,6,1361.255
11986,850.0,F-10,6,6,5445.0
11988,92.0,I-14,7,7,1089.004
11989,857.0,F-11,8,8,70785.0
11994,45.0,Marwa Town,3,3,1361.255
11995,565.0,Bahria Town,5,5,5445.0
11996,465.0,I-8,6,6,3267.012
11997,330.0,G-13,6,4,2178.008
11998,150.0,PWD Housing Scheme,5,5,25319.343
12023,50.0,Bani Gala,3,2,1361.255
12024,280.0,G-10,9,6,15246.056
12025,450.0,F-6,8,5,141570.0
12026,340.0,E-11,6,5,2178.008
12027,240.0,G-10,6,5,15246.056
12028,310.0,National Police Foundation O-9,6,8,5445.0
12029,165.0,G-11,3,4,12251.294999999998
12031,75.0,Fateh Jang Road,3,3,1361.255
12032,230.0,G-11,3,3,23685.837
12033,625.0,DHA Defence,7,6,5445.0
12034,1900.0,F-7,8,8,81675.0
12035,1000.0,F-8,6,5,5445.0
12036,155.0,D-12,4,5,11979.043999999998
12037,1200.0,F-8,4,4,70785.0
12038,2400.0,F-8,6,5,21780.0
12040,100.0,E-18,4,4,2178.008
12041,75.0,Khanna Pul,4,4,1361.255
12042,80.0,Meherban Colony,2,2,1361.255
12043,525.0,Bahria Town,8,6,190575.0
12044,375.0,Bahria Town,8,6,125235.0
12045,82.0,I-12,4,4,1361.255
12046,1000.0,F-10,6,4,70785.0
12047,425.0,G-13,6,6,29675.359
12050,250.0,Bani Gala,6,5,65340.0
12092,200.0,G-9,4,5,15246.056
12097,320.0,G-13,6,5,2178.008
12098,225.0,CBR Town,7,6,3539.263
12099,1800.0,F-6,5,5,92565.0
12100,620.0,I-8,6,6,38659.642
12102,310.0,DHA Defence,7,7,2994.7609999999995
12103,45.0,Taramrri,3,2,1361.255
12104,800.0,F-10,5,4,59895.0
12105,750.0,F-10,5,4,5445.0
12106,750.0,F-10,5,4,5445.0
12107,750.0,F-10,5,4,5445.0
12108,750.0,F-10,5,4,5445.0
12109,1400.0,F-10,7,6,10890.0
12110,950.0,F-10,6,5,5445.0
12111,950.0,F-10,6,5,5445.0
12112,950.0,F-10,6,5,5445.0
12113,850.0,F-10,7,6,70785.0
12114,850.0,F-10,7,6,70785.0
12115,850.0,F-10,7,6,70785.0
12116,750.0,F-10,5,4,5445.0
12117,650.0,F-10,6,5,5445.0
12118,138.0,Soan Garden,5,5,1633.506
12119,138.0,Soan Garden,5,5,1633.506
12120,160.0,CBR Town,7,5,1905.757
12122,160.0,CBR Town,7,5,1905.757
12123,260.0,G-9,3,3,1905.757
12124,120.0,Soan Garden,6,5,1633.506
12125,700.0,F-10,6,6,59895.0
12127,375.0,Bahria Town,7,6,81675.0
12129,325.0,DHA Defence,6,6,2722.51
12130,470.0,Bahria Town,7,7,70785.0
12169,470.0,I-8,6,6,2994.7609999999995
12170,90.0,H-13,3,3,1361.255
12171,80.0,Chatha Bakhtawar,6,4,1361.255
12172,115.0,Pakistan Town,4,4,1361.255
12173,650.0,F-6,4,4,48460.67799999999
12174,1300.0,F-7,4,4,98010.0
12175,1400.0,F-7,8,8,70785.0
12176,1200.0,F-7,6,6,70785.0
12177,210.0,G-14,4,4,2178.008
12180,85.0,Tarnol,4,4,1361.255
12181,150.0,Tarnol,4,4,70785.0
12182,145.0,Soan Garden,5,5,2178.008
12185,34.0,Arsalan Town,3,3,816.7529999999999
12186,42.0,Kahuta Road,3,2,1361.255
12189,155.0,CBR Town,6,5,1905.757
12190,65.0,Alipur Farash,3,3,1633.506
12191,60.0,Ghauri Town,4,3,1361.255
12193,110.0,B-17,4,4,1361.255
12194,245.0,G-11,5,5,15246.056
12195,150.0,Soan Garden,6,5,1905.757
12196,138.0,Soan Garden,6,5,1633.506
12197,138.0,Soan Garden,6,5,1633.506
12198,320.0,Ghauri Town,7,7,5445.0
12199,98.0,Bhara kahu,6,5,2722.51
12234,150.0,Bahria Town,3,3,15790.558
12235,125.0,Ghauri Town,3,2,1361.255
12237,205.0,G-9,4,5,18240.817
12238,165.0,Soan Garden,8,6,2722.51
12239,198.0,G-9,4,5,15246.056
12240,165.0,Soan Garden,8,6,2722.51
12241,220.0,G-9,4,4,18240.817
12242,240.0,G-9,4,4,18240.817
12243,142.0,PWD Housing Scheme,6,5,2722.51
12246,275.0,I-9,5,5,25319.343
12247,145.0,Bahria Town,5,4,1361.255
12248,195.0,DHA Defence,3,3,2994.7609999999995
12249,35.0,Gulshan-e-Khudadad,2,2,816.7529999999999
12273,145.0,Soan Garden,6,5,2178.008
12274,140.0,Soan Garden,6,5,1905.757
12275,130.0,Soan Garden,4,3,2722.51
12277,95.0,Bani Gala,3,2,1361.255
12278,85.0,Bahria Town,8,6,141570.0
12279,380.0,Bahria Town,8,6,141570.0
12281,155.0,Pakistan Town,5,4,17151.813
12283,68.0,H-13,3,3,1361.255
12284,35.0,Islamabad Highway,2,2,816.7529999999999
12285,300.0,G-15,7,7,38659.642
12286,106.0,National Police Foundation,4,3,1361.255
12287,165.0,D-12,3,4,1089.004
12288,400.0,Kashmir Highway,6,5,2722.51
12289,85.0,H-13,6,5,24230.339
12290,280.0,G-13,6,5,2178.008
12291,265.0,G-11,4,5,1905.757
12292,97.0,PWD Housing Scheme,4,4,1361.255
12293,190.0,PWD Housing Scheme,8,8,3267.012
12294,107.0,Pakistan Town,4,4,1361.255
12318,400.0,DHA Defence,5,6,4356.016
12320,100.0,Soan Garden,5,4,1905.757
12321,65.0,Soan Garden,2,2,1361.255
12322,175.0,G-13,4,4,1089.004
12323,240.0,CBR Town,6,6,38931.893
12325,185.0,Faisal Town - F-18,6,6,1905.757
12329,1350.0,F-8,5,5,98010.0
12330,1400.0,F-8,4,4,10890.0
12331,750.0,F-6,3,3,53088.94499999999
12332,850.0,F-8,4,4,5445.0
12333,900.0,G-6,3,3,65340.0
12334,1400.0,G-6,4,4,16335.0
12335,108.0,Korang Town,4,4,1633.506
12336,180.0,G-11,4,4,1361.255
12337,165.0,G-11,3,4,1361.255
12338,500.0,DHA Defence,9,7,5445.0
12339,1250.0,F-11,6,10,10890.0
12367,94.0,B-17,3,3,1361.255
12368,35.0,DHA Defence,2,2,1361.255
12369,450.0,G-13,5,5,3811.514
12370,150.0,G-11,3,5,1089.004
12371,375.0,G-11,5,5,1905.757
12372,1500.0,F-10,7,5,136125.0
12373,1300.0,F-7,9,8,5445.0
12374,120.0,Soan Garden,5,5,1633.506
12375,170.0,Soan Garden,6,5,2722.51
12376,165.0,Soan Garden,7,6,2722.51
12377,375.0,DHA Defence,7,6,5445.0
12378,188.0,G-15,4,4,2178.008
12379,76.0,DHA Defence,3,3,2178.008
12380,110.0,I-10,3,3,11979.043999999998
12381,450.0,F-11,5,5,2722.51
12382,275.0,Naval Anchorage,8,6,38659.642
12384,465.0,G-13,6,6,38659.642
12399,475.0,DHA Defence,7,6,5445.0
12401,140.0,Soan Garden,5,4,2178.008
12402,380.0,DHA Defence,6,6,5445.0
12406,300.0,G-11,5,5,2178.008
12409,100.0,Pakistan Town,5,4,1361.255
12410,2300.0,F-7,10,11,43560.0
12429,380.0,F-11,4,4,2178.008
12430,85.0,Ghauri Town,6,4,1361.255
12432,88.0,Ghauri Town,4,4,1361.255
12433,135.0,FECHS,5,5,1905.757
12434,110.0,Ghauri Town,5,5,1361.255
12435,145.0,FECHS,5,4,1905.757
12436,142.0,Ghauri Town,5,5,1905.757
12437,74.0,Ghauri Town,3,2,1361.255
12438,450.0,F-11,4,4,2722.51
12439,135.0,G-13,3,3,1089.004
12440,325.0,Bahria Town,5,5,2722.51
12441,145.0,I-10,4,4,1633.506
12442,900.0,F-8,4,4,5445.0
12445,250.0,CBR Town,6,6,38659.642
12447,145.0,CBR Town,5,5,2178.008
12448,145.0,CBR Town,6,5,2178.008
12449,145.0,CBR Town,6,5,2178.008
12450,145.0,CBR Town,6,5,2178.008
12451,145.0,CBR Town,6,5,2178.008
12452,140.0,CBR Town,6,5,2178.008
12453,145.0,CBR Town,6,5,2178.008
12457,1000.0,F-6,6,6,48460.67799999999
12458,300.0,Bahria Town,5,4,2722.51
12460,75.0,DHA Defence,3,3,2178.008
12490,240.0,I-9,5,4,18240.817
12491,270.0,G-15,6,6,3267.012
12492,750.0,F-10,5,5,5445.0
12493,675.0,F-11,5,5,5445.0
12494,40.0,DHA Defence,2,2,1361.255
12495,135.0,FECHS,6,5,2178.008
12496,850.0,I-8,7,7,5445.0
12497,550.0,I-8,7,7,3267.012
12498,450.0,I-8,3,3,38659.642
12499,1050.0,I-8,6,6,65340.0
12500,775.0,I-8,5,5,65340.0
12501,650.0,I-8,6,6,38659.642
12504,165.0,Korang Town,3,3,3811.514
12505,225.0,Korang Town,6,5,3811.514
12506,180.0,D-12,7,7,15246.056
12507,450.0,Bani Gala,4,4,81675.0
12510,385.0,DHA Defence,6,6,5445.0
12515,550.0,DHA Defence,6,5,5445.0
12516,525.0,G-10,6,6,2722.51
12517,145.0,G-13,5,4,11979.043999999998
12518,480.0,Bahria Town,6,5,5445.0
12519,480.0,Bahria Town,6,5,5445.0
12530,65.0,DHA Defence,3,3,2178.008
12531,180.0,Pakistan Town,6,6,2722.51
12532,90.0,Pakistan Intelligence Bureau Housing Society,4,4,1361.255
12534,45.0,Bhara kahu,4,4,1361.255
12535,1450.0,F-7,6,6,59895.0
12538,395.0,DHA Defence,6,5,5445.0
12539,380.0,G-13,7,7,3267.012
12540,160.0,G-13,5,4,1089.004
12541,157.0,G-13,5,4,1089.004
12542,282.0,G-13,6,5,2178.008
12544,170.0,G-13,5,4,1089.004
12545,350.0,G-13,7,6,2722.51
12546,425.0,DHA Defence,5,5,5445.0
12548,180.0,G-11,6,5,53905.698
12549,180.0,G-11,6,5,53905.698
12550,130.0,E-14,5,6,2722.51
12551,120.0,Tarlai,5,4,15246.056
12552,160.0,CBR Town,6,6,38659.642
12553,550.0,DHA Defence,6,6,5445.0
12554,875.0,F-10,5,5,5445.0
12555,63.0,DHA Defence,3,3,2178.008
12556,85.0,Bani Gala,4,4,1361.255
12584,480.0,DHA Defence,6,6,5445.0
12585,310.0,DHA Defence,7,5,2722.51
12586,300.0,Bahria Town,5,5,2722.51
12590,270.0,DHA Defence,6,5,2722.51
12592,1350.0,Bani Gala,3,3,21780.0
12593,450.0,DHA Defence,7,6,5445.0
12594,500.0,I-8,6,6,3267.012
12595,460.0,I-8,6,6,2994.7609999999995
12615,550.0,Emaar Canyon Views,5,5,65340.0
12617,450.0,I-8,3,3,2994.7609999999995
12618,135.0,PWD Housing Scheme,6,5,25319.343
12619,850.0,D-12,9,9,65340.0
12621,170.0,D-12,4,4,14701.553999999998
12622,115.0,Pakistan Intelligence Bureau Housing Society,3,4,2722.51
12624,37.0,DHA Defence,2,2,1361.255
12625,200.0,I-10,5,5,1633.506
12626,130.0,Ghauri Town,5,4,1633.506
12629,65.0,Chatha Bakhtawar,2,2,1361.255
12630,150.0,I-10,2,4,1089.004
12631,280.0,G-15,6,6,38659.642
12632,2800.0,F-7,8,7,10890.0
12633,1470.0,F-7,5,5,5445.0
12634,1400.0,F-7,6,6,59895.0
12635,700.0,F-6,5,5,48460.67799999999
12636,850.0,F-6,5,5,59895.0
12637,850.0,F-6,5,5,4356.016
12638,1905.0,F-6,4,4,130680.0
12639,3500.0,F-7,5,5,21780.0
12640,1800.0,F-8,5,5,70785.0
12641,2000.0,F-8,5,5,98010.0
12643,1500.0,F-8,5,5,10890.0
12644,1150.0,F-6,5,5,70785.0
12645,470.0,Bahria Town,5,5,5445.0
12648,750.0,I-8,10,10,59895.0
12667,165.0,G-13,5,5,1089.004
12668,415.0,E-11,7,6,2722.51
12670,64.0,DHA Defence,3,3,2178.008
12671,160.0,D-12,3,3,11979.043999999998
12672,850.0,I-8,7,7,65340.0
12673,400.0,I-8,6,6,3267.012
12674,225.0,Margalla Town,7,6,13340.299
12675,600.0,Bahria Town,5,5,5445.0
12676,1250.0,F-8,7,7,10890.0
12677,150.0,Bahria Town,3,3,1361.255
12678,340.0,Bahria Town,4,4,3811.514
12695,150.0,I-10,5,5,1633.506
12696,150.0,I-10,4,4,1633.506
12698,95.0,Bhara kahu,4,4,1905.757
12699,725.0,DHA Defence,9,7,5445.0
12700,500.0,DHA Defence,6,5,5445.0
12702,445.0,DHA Defence,7,6,5445.0
12704,265.0,I-10,4,5,2722.51
12705,250.0,G-10,4,4,2178.008
12706,164.0,G-13,5,5,1089.004
12709,248.0,G-13,7,6,1905.757
12711,2000.0,E-7,4,4,130680.0
12712,2500.0,F-7,5,5,174240.0
12714,375.0,G-11,7,6,1905.757
12716,239.0,G-11,5,5,1633.506
12717,90.0,PWD Housing Scheme,4,4,1361.255
12718,138.0,PWD Housing Scheme,6,5,2722.51
12720,235.0,Bahria Town,5,5,2722.51
12721,265.0,G-13,7,7,2178.008
12722,190.0,PWD Housing Scheme,6,6,3267.012
12724,315.0,Bahria Town,6,5,2722.51
12766,265.0,G-13,7,6,1905.757
12767,265.0,G-13,7,6,1905.757
12768,75.0,Ghauri Town,3,3,15246.056
12769,40.0,DHA Defence,2,2,1361.255
12770,265.0,G-13,7,6,1905.757
12776,46.0,Ghauri Town,2,3,816.7529999999999
12779,1600.0,F-7,4,4,70785.0
12780,2200.0,F-7,6,6,10890.0
12781,550.0,DHA Defence,7,6,5445.0
12782,275.0,G-13,7,7,2178.008
12783,150.0,Pakistan Town,8,6,2722.51
12784,280.0,G-13,5,5,2178.008
12785,400.0,G-13,10,8,3267.012
12786,520.0,DHA Defence,6,6,5445.0
12787,45.0,Shaheen Town,3,2,1361.255
12789,135.0,Swan Garden,5,4,1633.506
12790,325.0,Zaraj Housing Scheme,7,7,3267.012
12791,120.0,Ghauri Town,6,4,1361.255
12814,270.0,G-15,7,7,3811.514
12815,45.0,Ghauri Town,2,2,816.7529999999999
12816,138.0,Bahria Town,3,3,1361.255
12817,395.0,Bahria Town,7,6,87120.0
12818,2100.0,F-10,10,11,10890.0
12819,105.0,Ghauri Town,5,4,1361.255
12821,150.0,G-13,5,5,1089.004
12822,41.0,Jhangi Syedan,3,2,1361.255
12823,2000.0,E-7,4,4,130680.0
12824,100.0,Bhara kahu,6,8,1633.506
12825,150.0,Green Avenue,4,4,2178.008
12827,85.0,Soan Garden,2,2,1633.506
12828,130.0,Soan Garden,4,4,1633.506
12830,265.0,Bahria Town,6,5,2722.51
12831,265.0,Bahria Town,6,5,2722.51
12832,400.0,Bahria Town,6,6,5445.0
12833,400.0,Bahria Town,6,6,5445.0
12835,85.0,Bani Gala,3,3,2178.008
12836,3000.0,F-7,9,9,10890.0
12837,80.0,Ghauri Town,4,3,1361.255
12840,240.0,G-9,3,3,1633.506
12841,210.0,G-9,4,4,1361.255
12858,165.0,Soan Garden,7,6,2722.51
12864,575.0,G-9,4,5,3267.012
12865,135.0,Swan Garden,6,4,1633.506
12867,380.0,G-11,6,6,2178.008
12868,1000.0,F-10,6,5,70785.0
12869,41.0,Bhara kahu,2,2,12251.294999999998
12870,325.0,Bahria Town,10,8,2722.51
12871,385.0,G-9,10,8,2722.51
12872,450.0,E-11,5,5,2450.259
12873,96.0,H-13,5,5,1361.255
12874,105.0,H-13,6,6,1361.255
12875,575.0,E-11,6,6,5445.0
12876,270.0,DHA Defence,6,6,54450.0
12878,135.0,Bahria Town,3,2,1361.255
12879,1800.0,F-8,10,10,70785.0
12881,450.0,DHA Defence,7,6,5445.0
12883,125.0,Bhara kahu,6,6,2178.008
12885,115.0,Swan Garden,5,4,1633.506
12887,135.0,Bahria Town,4,3,1361.255
12888,720.0,E-11,8,8,5445.0
12906,1600.0,F-6,5,5,141570.0
12907,170.0,D-12,6,5,11979.043999999998
12908,450.0,I-8,3,3,3811.514
12909,135.0,Bahria Town,4,3,1361.255
12910,130.0,Soan Garden,4,3,2722.51
12911,121.0,National Police Foundation O-9,4,4,1361.255
12912,164.0,Soan Garden,8,6,2722.51
12913,570.0,E-11,7,7,5445.0
12915,164.0,Soan Garden,8,6,2722.51
12916,164.0,Soan Garden,8,6,2722.51
12917,377.0,DHA Defence,4,4,52544.44299999999
12918,600.0,I-8,7,7,3267.012
12919,575.0,I-8,7,7,3267.012
12920,250.0,Bahria Town,6,5,2722.51
12921,150.0,Bahria Town,4,3,1361.255
12922,1540.0,E-11,8,7,10890.0
12923,140.0,Soan Garden,5,5,1905.757
12924,165.0,Swan Garden,7,6,2722.51
12931,42.0,Bani Gala,3,3,9528.785
12932,200.0,Bani Gala,6,6,4083.765
12933,2400.0,E-7,6,6,10890.0
12937,155.0,G-13,5,3,11979.043999999998
12953,610.0,G-13,8,7,5445.0
12954,125.0,National Police Foundation O-9,4,4,2722.51
12955,205.0,G-11,4,4,15246.056
12956,145.0,CBR Town,6,5,2178.008
12958,130.0,I-10,3,3,15246.056
12959,475.0,I-8,5,5,3267.012
12961,650.0,I-8,7,7,3811.514
12962,27.0,Burma Town,1,2,6806.275
12963,925.0,I-8,6,6,65340.0
12965,400.0,F-17,7,7,5445.0
12966,260.0,F-17,6,6,3811.514
12967,145.0,F-17,4,4,1905.757
12970,265.0,G-13,5,5,1905.757
12971,525.0,DHA Defence,6,6,5445.0
12973,425.0,DHA Defence,6,6,5445.0
12993,1600.0,Naval Farms Housing Scheme,7,6,43560.0
12994,72.0,DHA Defence,4,3,2178.008
12995,150.0,Bahria Town,3,3,1361.255
12996,375.0,DHA Defence,4,4,5445.0
12997,180.0,National Police Foundation O-9,4,3,2722.51
12999,118.0,Pakistan Town,4,4,1361.255
13000,300.0,G-11,6,5,2178.008
13001,550.0,F-11,7,6,5445.0
13002,75.0,River Garden,2,1,1361.255
13003,250.0,G-9,4,4,1905.757
13005,900.0,F-6,10,9,4356.016
13007,121.0,National Police Foundation O-9,4,4,1361.255
13010,130.0,Emaar Canyon Views,4,3,3267.012
13011,166.0,G-13,5,3,11979.043999999998
13012,29.0,I-14,3,2,816.7529999999999
13036,330.0,G-13,6,5,29675.359
13038,145.0,G-13,4,4,1089.004
13041,565.0,DHA Defence,6,5,5445.0
13042,495.0,Bahria Town,8,7,5445.0
13043,170.0,Bahria Town,5,3,1361.255
13045,36.0,DHA Defence,2,2,1361.255
13046,75.0,DHA Defence,3,3,2178.008
13047,450.0,F-11,6,6,25319.343
13048,155.0,Faisal Town - F-18,6,5,2178.008
13050,185.0,G-15,5,5,2178.008
13051,220.0,DHA Defence,6,5,2722.51
13052,55.0,H-13,2,2,9528.785
13077,495.0,DHA Defence,10,8,5445.0
13078,260.0,Bani Gala,7,5,2722.51
13079,70.0,Shaheen Town,2,2,1361.255
13080,450.0,DHA Defence,8,6,4356.016
13081,179.0,G-15,6,5,2178.008
13087,650.0,F-11,8,7,5445.0
13088,90.0,Bhara kahu,8,6,1633.506
13090,2000.0,F-7,7,7,65340.0
13092,75.0,Bhara kahu,3,3,2722.51
13111,30.0,B-17,5,5,1361.255
13112,285.0,DHA Defence,5,5,2722.51
13115,175.0,Zaraj Housing Scheme,5,4,27497.351
13117,2400.0,F-8,6,5,21780.0
13118,850.0,F-7,10,11,5445.0
13119,285.0,Bahria Town,4,4,3539.263
13120,55.0,Ghauri Town,4,5,1361.255
13122,900.0,F-8,5,5,5445.0
13123,1000.0,F-6,5,5,70785.0
13124,365.0,G-9,5,5,2722.51
13125,1240.0,F-8,4,4,10890.0
13126,265.0,G-15,6,6,38659.642
13127,65.0,DHA Defence,3,3,2178.008
13128,575.0,DHA Defence,7,6,5445.0
13134,875.0,F-11,6,5,5445.0
13135,65.0,Ghauri Town,2,2,1361.255
13178,875.0,F-6,5,5,5445.0
13179,450.0,Bahria Town,6,5,5445.0
13180,90.0,Bhara kahu,6,6,1089.004
13181,850.0,F-11,6,6,5445.0
13182,400.0,DHA Defence,7,7,4083.765
13183,500.0,DHA Defence,5,5,5445.0
13184,200.0,D-12,4,4,1361.255
13185,525.0,DHA Defence,9,8,5445.0
13186,117.0,F-17,6,6,2178.008
13187,295.0,G-15,7,6,38659.642
13188,160.0,CBR Town,6,5,2178.008
13189,450.0,DHA Defence,6,5,5445.0
13190,155.0,CBR Town,6,5,2178.008
13192,725.0,G-6,4,5,59895.0
13193,220.0,I-10,7,5,18240.817
13194,58.0,Ghauri Town,3,2,1089.004
13196,110.0,Ghauri Town,5,4,1361.255
13197,110.0,Ghauri Town,5,4,1361.255
13198,370.0,DHA Defence,7,6,5445.0
13199,180.0,G-15,6,5,2178.008
13200,250.0,Bahria Town,6,5,2722.51
13201,250.0,Bahria Town,6,5,2722.51
13202,425.0,Bahria Town,6,5,5445.0
13203,425.0,Bahria Town,6,5,5445.0
13233,445.0,F-11,7,7,25319.343
13234,170.0,PWD Housing Scheme,4,5,2722.51
13235,350.0,DHA Defence,5,5,4356.016
13236,270.0,Bahria Town,6,5,2994.7609999999995
13237,270.0,Bahria Town,6,5,2994.7609999999995
13238,1050.0,F-6,6,5,48460.67799999999
13239,440.0,F-11,7,6,25319.343
13240,450.0,DHA Defence,7,6,5445.0
13241,170.0,Bahria Town,3,3,1361.255
13242,425.0,F-11,7,7,2722.51
13243,140.0,PWD Housing Scheme,6,5,2722.51
13245,40.0,Burma Town,3,3,1089.004
13248,145.0,G-13,3,6,11979.043999999998
13249,105.0,Ghauri Town,5,4,1361.255
13251,105.0,Garden Town,5,4,1361.255
13252,500.0,DHA Defence,5,5,5445.0
13253,150.0,G-13,4,4,1089.004
13254,320.0,Bahria Town,7,7,5445.0
13255,320.0,Bahria Town,7,8,5445.0
13256,465.0,Bahria Town,6,5,59895.0
13257,465.0,Bahria Town,6,5,59895.0
13258,395.0,Bahria Town,6,6,5445.0
13259,295.0,Bahria Town,6,5,2722.51
13260,56.0,Ghauri Town,3,3,1089.004
13261,160.0,National Police Foundation,5,5,2722.51
13292,200.0,G-9,2,3,1361.255
13293,400.0,G-9,4,5,3267.012
13294,265.0,G-8,3,4,2178.008
13295,215.0,G-8,2,2,1361.255
13296,45.9,Marwa Town,3,3,15246.056
13298,95.0,Soan Garden,4,4,1905.757
13299,425.0,DHA Defence,7,5,5445.0
13300,525.0,Bahria Town,6,6,5445.0
13301,1480.0,F-6,8,8,48460.67799999999
13302,250.0,PWD Housing Scheme,6,6,5445.0
13303,125.0,CBR Town,4,4,1905.757
13304,110.0,CBR Town,4,4,1905.757
13305,620.0,I-8,7,7,38659.642
13306,1400.0,F-8,5,4,70785.0
13307,1300.0,F-8,7,6,59895.0
13308,1200.0,F-7,7,6,5445.0
13310,500.0,G-9,6,5,3267.012
13312,105.0,Soan Garden,5,4,1361.255
13313,325.0,Bahria Town,5,5,2722.51
13314,150.0,Bahria Town,4,3,1361.255
13333,775.0,I-8,5,5,65340.0
13334,768.0,F-11,10,10,70785.0
13335,170.0,I-10,4,3,11979.043999999998
13336,140.0,Bahria Town,4,3,1361.255
13337,285.0,Bahria Town,5,5,2722.51
13338,140.0,Bahria Town,3,3,1361.255
13339,1225.0,F-10,7,7,59895.0
13340,200.0,Bahria Town,5,4,2178.008
13341,185.0,G-10,4,4,19874.323
13342,750.0,G-10,6,6,5172.768999999999
13344,60.0,Bhara kahu,3,5,816.7529999999999
13345,140.0,Bahria Town,3,3,1361.255
13346,140.0,Bahria Town,3,3,1361.255
13347,285.0,Bahria Town,5,5,2722.51
13348,430.0,Bahria Town,6,4,5445.0
13349,425.0,F-11,6,6,2450.259
13350,325.0,G-13,7,6,1905.757
13351,50.0,Tarnol,4,4,2722.51
13352,1850.0,F-8,6,6,119790.0
13353,1900.0,F-6,5,5,103455.0
13354,1900.0,F-8,6,6,136125.0
13355,2800.0,F-7,7,7,21780.0
13356,725.0,F-10,6,6,59895.0
13357,225.0,Bahria Town,5,5,2722.51
13358,78.0,H-13,3,3,1361.255
