,price,location,baths,bedrooms,Total_Area
1,165.0,G-15,6,5,2178.008
2,435.0,Bani Gala,4,4,10890.0
3,70.0,DHA Defence,3,3,2178.008
4,345.0,Ghauri Town,8,8,87120.0
5,270.0,Korang Town,8,8,5445.0
7,500.0,DHA Defence,7,7,5445.0
14,190.0,DHA Defence,3,3,2722.51
15,800.0,DHA Defence,7,7,10890.0
16,269.0,B-17,6,6,5445.0
17,550.0,G-11,7,6,3811.514
18,45.0,Bhara kahu,3,3,1361.255
21,45.0,Garden Town,4,4,12795.797
22,68.0,Koral Town,4,4,1089.004
23,200.0,Soan Garden,5,6,3267.012
25,1000.0,F-6,5,5,48460.67799999999
28,2200.0,F-7,10,10,114345.0
29,45.0,Ghauri Town,3,2,1361.255
30,125.0,I-16,5,6,2178.008
31,2300.0,E-7,4,4,136125.0
44,388.0,Emaar Canyon Views,4,5,81675.0
46,465.0,G-13,9,9,29675.359
48,140.0,F-17,6,4,1905.757
50,325.0,Korang Town,9,7,3267.012
52,300.0,Bahria Town,7,6,2722.51
53,210.0,Bahria Town,6,5,2722.51
89,140.0,G-13,5,5,1089.004
90,145.0,Ghauri Town,5,4,1905.757
91,190.0,G-11,5,5,15246.056
93,65.0,DHA Defence,3,3,2178.008
94,185.0,DHA Defence,4,3,2722.51
95,155.0,PWD Housing Scheme,5,5,2722.51
97,1050.0,F-11,10,7,5445.0
102,310.0,G-13,10,8,2722.51
104,105.0,Kuri Road,4,3,2178.008
105,145.0,G-11,3,4,11979.043999999998
106,830.0,F-11,6,6,5445.0
108,130.0,Pakistan Town,4,4,3267.012
111,90.0,Chatha Bakhtawar,4,4,1361.255
112,650.0,G-11,6,6,5445.0
115,900.0,E-11,9,9,5445.0
116,800.0,F-10,6,6,5445.0
117,850.0,F-10,6,6,5445.0
118,850.0,F-11,6,6,5445.0
120,1050.0,F-7,5,4,70785.0
138,85.0,Bani Gala,5,5,1361.255
141,130.0,G-13,4,3,1361.255
143,320.0,B-17,10,8,5445.0
144,500.0,F-8,5,4,25319.343
146,210.0,Bahria Town,6,5,2722.51
147,800.0,F-8,5,5,5445.0
150,365.0,Bahria Town,7,6,5445.0
151,235.0,Bahria Town,6,5,2722.51
152,430.0,Bahria Town,8,6,5445.0
153,230.0,Bahria Town,6,5,2722.51
154,275.0,G-11,5,5,2178.008
156,950.0,F-11,9,9,5445.0
172,725.0,Bahria Town,7,6,10890.0
174,3200.0,F-8,10,10,196020.0
175,410.0,G-11,6,6,38659.642
177,120.0,Bhara kahu,4,4,2178.008
178,550.0,Emaar Canyon Views,7,7,98010.0
179,1400.0,F-11,6,9,10890.0
180,45.0,Lehtarar Road,3,2,1361.255
181,235.0,G-11,4,4,2178.008
187,379.0,G-9,6,6,38659.642
189,130.0,E-14,5,6,2722.51
190,1650.0,F-8,6,6,10890.0
192,850.0,F-10,7,6,70785.0
196,95.0,Soan Garden,3,3,2722.51
198,480.0,Bani Gala,8,8,81675.0
199,748.0,E-11,10,10,5445.0
206,280.0,Bahria Town,6,5,2994.7609999999995
207,85.0,I-14,3,4,816.7529999999999
208,220.0,DHA Defence,4,6,2722.51
219,42.0,Tarlai,3,5,1089.004
220,350.0,G-13,6,6,29675.359
221,140.0,PWD Housing Scheme,4,4,18240.817
222,43.0,Simly Dam Road,3,2,1361.255
223,360.0,DHA Defence,7,7,4356.016
224,3500.0,E-7,8,8,103455.0
225,1500.0,F-7,7,7,98010.0
226,165.0,I-9,4,5,1633.506
227,45.0,Burma Town,3,2,1089.004
229,400.0,Emaar Canyon Views,6,5,5445.0
230,400.0,PWD Housing Scheme,6,6,5445.0
231,47.0,Lehtarar Road,5,5,1361.255
232,1800.0,F-7,8,7,70785.0
233,140.0,F-17,6,4,1905.757
234,420.0,G-13,10,9,2994.7609999999995
235,225.0,Bani Gala,4,3,5172.768999999999
236,23.0,Burma Town,3,4,816.7529999999999
238,300.0,National Police Foundation O-9,7,4,5445.0
239,675.0,Naval Anchorage,8,7,10890.0
240,48.0,Islamabad Highway,2,2,1089.004
241,500.0,CBR Town,3,4,38659.642
242,380.0,E-11,7,7,2722.51
243,52.0,Ghauri Town,4,3,816.7529999999999
244,1700.0,F-7,4,4,119790.0
245,125.0,Bani Gala,4,4,2722.51
246,465.0,DHA Defence,6,5,5445.0
248,210.0,G-10,5,4,1361.255
249,135.0,Bahria Town,4,3,1361.255
251,1700.0,F-7,4,4,114345.0
252,27.0,Jhang Syedan,3,2,1089.004
253,580.0,I-8,6,6,5445.0
254,125.0,Korang Town,5,4,1361.255
256,175.0,G-15,3,2,2178.008
257,169.0,G-10,4,3,1633.506
258,220.0,DHA Defence,5,6,2722.51
259,219.0,DHA Defence,5,6,2722.51
260,220.0,DHA Defence,5,5,2722.51
263,30.0,Bhara kahu,2,2,1089.004
264,52.0,Ghauri Town,3,2,1089.004
265,140.0,D-17,5,5,1905.757
266,35.0,Ghauri Town,2,3,1361.255
267,26.0,Arsalan Town,1,2,1089.004
268,97.0,Kashmir Highway,6,4,14973.804999999998
275,145.0,I-10,2,4,1361.255
276,130.0,B-17,6,6,19874.323
277,75.0,Soan Garden,4,3,2178.008
278,1700.0,F-7,6,6,114345.0
280,142.0,Pir Sohawa,2,2,1905.757
281,135.0,Ghauri Town,5,3,2994.7609999999995
282,197.0,Pir Sohawa,2,2,26408.347
283,256.0,Pir Sohawa,3,3,43287.909
284,43.0,DHA Defence,2,2,1361.255
285,85.0,Bani Gala,6,4,1905.757
286,115.0,B-17,6,4,2178.008
287,3500.0,F-8,9,8,27225.0
288,3500.0,F-6,10,11,234135.0
289,210.0,Bahria Town,6,5,2722.51
290,230.0,Bahria Town,6,5,2722.51
291,400.0,Bahria Town,7,6,5445.0
292,430.0,Bahria Town,7,6,5445.0
293,235.0,Bahria Town,6,5,2722.51
294,38.0,Ali Pur,2,3,1361.255
295,850.0,E-11,9,7,5445.0
296,90.0,FECHS,3,4,1361.255
297,220.0,DHA Defence,5,6,2722.51
298,1700.0,E-11,6,6,114345.0
301,1900.0,F-8,9,9,70785.0
302,140.0,Pakistan Town,5,4,1633.506
304,140.0,Pakistan Town,5,4,1633.506
305,520.0,E-11,6,6,4356.016
306,130.0,Pakistan Town,5,4,1633.506
307,63.0,Shaheen Town,3,3,11979.043999999998
317,150.0,Ghauri Town,6,5,1633.506
318,360.0,E-11,7,5,27497.351
321,210.0,Ghauri Town,7,7,2722.51
322,640.0,E-11,10,7,4900.518
327,500.0,Bani Gala,9,6,70785.0
328,550.0,DHA Defence,5,5,5445.0
329,420.0,Bahria Town,7,6,5445.0
330,380.0,Bahria Town,6,5,5445.0
331,225.0,Bahria Town,6,5,2722.51
332,53.0,Ali Pur,2,2,11434.542
333,220.0,DHA Defence,5,6,2722.51
334,25.5,Islamabad Highway,2,1,816.7529999999999
335,140.0,Bahria Town,3,3,1361.255
336,230.0,G-13,4,4,29675.359
338,215.0,E-11,7,6,1633.506
339,18.0,Bhara kahu,2,2,6806.275
340,90.0,F-17,5,4,1905.757
341,170.0,G-15,5,5,1905.757
342,155.0,Chak Shahzad,9,9,1905.757
343,140.0,H-13,6,5,20418.825
346,22.5,Lehtarar Road,2,2,816.7529999999999
348,140.0,FECHS,6,5,1905.757
389,315.0,E-11,7,6,2722.51
390,220.0,DHA Defence,5,6,2722.51
391,87.0,H-13,4,4,816.7529999999999
392,140.0,FECHS,6,5,2178.008
393,67.0,Ghauri Town,3,2,1905.757
395,415.0,Bahria Town,7,7,4356.016
396,285.0,G-14,6,5,2722.51
397,345.0,G-13,9,7,29675.359
398,250.0,Bani Gala,4,4,70785.0
400,250.0,National Police Foundation,9,6,5445.0
402,46.0,H-13,4,3,1089.004
404,375.0,Bhara kahu,5,4,10890.0
407,215.0,Shah Allah Ditta,4,4,2722.51
408,188.0,Bhara kahu,5,5,59895.0
409,65.0,Chatha Bakhtawar,4,3,1361.255
410,175.0,Bani Gala,8,6,2450.259
411,70.0,Islamabad Expressway,3,3,5445.0
412,57.0,Kashmir Highway,3,3,31853.367
413,170.0,Ghauri Town,7,5,2722.51
431,625.0,Bahria Town,7,5,98010.0
432,370.0,Naval Anchorage,6,6,5445.0
433,170.0,Margalla Town,5,5,1633.506
435,76.0,Ghauri Town,3,2,1633.506
436,130.0,Bahria Town,3,3,1361.255
437,375.0,Tarnol,6,6,65340.0
438,88.0,H-15,3,4,1361.255
439,90.0,FECHS,2,2,1905.757
440,42.0,Ali Pur,3,3,12251.294999999998
441,140.0,Bahria Town,3,3,1361.255
443,350.0,G-8,5,5,2178.008
444,280.0,G-15,4,4,2178.008
447,100.0,Shaheen Town,7,5,40020.897
448,120.0,Soan Garden,3,3,38659.642
449,36.0,D-13,2,4,2178.008
450,110.0,H-13,5,5,1361.255
452,258.0,G-15,7,7,3811.514
453,320.0,G-9,4,5,38659.642
454,380.0,DHA Defence,6,5,5445.0
474,415.0,G-13,8,7,38659.642
475,65.0,Ghauri Town,2,2,1361.255
476,900.0,F-6,6,6,48460.67799999999
477,170.0,CBR Town,4,4,2994.7609999999995
478,625.0,Bahria Town,6,5,98010.0
479,510.0,E-11,7,6,4356.016
480,115.0,Ghauri Town,6,4,1633.506
482,220.0,DHA Defence,5,6,2722.51
484,92.0,Shaheen Town,6,4,1361.255
485,250.0,National Police Foundation O-9,6,6,5445.0
486,120.0,Ghauri Town,6,6,1361.255
487,130.0,Pakistan Town,5,4,1633.506
488,2000.0,F-7,10,9,10890.0
490,160.0,Meherban Colony,5,5,2178.008
491,130.0,Zaraj Housing Scheme,5,4,2722.51
492,900.0,E-11,8,6,5445.0
493,500.0,DHA Defence,6,6,5445.0
494,410.0,G-9,3,5,3811.514
495,975.0,F-8,7,7,70785.0
496,225.0,G-11,5,6,1361.255
497,850.0,F-11,6,7,5445.0
498,130.0,Ghauri Town,7,6,1905.757
499,150.0,G-13,6,5,1089.004
500,110.0,Multi Residencia & Orchards,5,4,2178.008
501,560.0,Bhara kahu,10,11,59895.0
528,600.0,F-10,7,7,5445.0
530,165.0,I-10,4,5,1633.506
531,300.0,Bahria Town,7,4,2722.51
532,230.0,Soan Garden,6,6,4083.765
533,45.0,Jhangi Syedan,3,3,1089.004
535,300.0,DHA Defence,6,6,4900.518
536,750.0,E-11,8,7,5445.0
538,900.0,E-11,7,6,5445.0
539,210.0,D-17,5,4,2722.51
540,250.0,G-13,5,4,2994.7609999999995
541,250.0,AGHOSH,10,10,5445.0
542,1075.0,F-10,8,7,76230.0
545,150.0,G-15,5,5,2178.008
546,135.0,G-13,4,4,1089.004
547,34.5,Khanna Pul,2,6,816.7529999999999
549,65.0,PWD Housing Scheme,2,2,9528.785
550,430.0,G-15,8,10,76230.0
569,90.0,Bhara kahu,6,6,1361.255
570,58.0,Kuri Road,3,4,1361.255
571,315.0,G-10,5,5,29675.359
573,107.0,Kuri Road,3,3,2178.008
575,65.0,Bhara kahu,2,3,1361.255
577,85.0,Shaheen Town,4,3,9801.036
579,65.0,PAEC Employees Cooperative Housing Society,4,2,1905.757
580,110.0,Kuri Road,3,3,2178.008
581,175.0,B-17,3,3,5445.0
582,225.0,G-10,5,4,1361.255
583,110.0,Shaheen Town,6,6,1905.757
584,120.0,CBR Town,5,5,1905.757
585,21.0,Ali Pur,3,3,816.7529999999999
586,395.0,DHA Defence,6,5,5445.0
587,140.0,G-13,5,4,11979.043999999998
588,38.0,Taramrri,5,4,816.7529999999999
631,130.0,G-13,5,5,11979.043999999998
632,1700.0,F-7,6,5,114345.0
633,425.0,Bahria Town,7,6,5445.0
634,430.0,Bahria Town,7,6,5445.0
635,420.0,Bahria Town,7,6,5445.0
636,225.0,Bahria Town,6,5,2722.51
637,380.0,Bahria Town,6,5,5445.0
638,625.0,Bani Gala,6,4,179685.0
640,450.0,DHA Defence,6,5,5445.0
641,650.0,F-10,6,6,5445.0
642,850.0,F-10,6,6,5445.0
643,650.0,F-10,5,5,5445.0
644,850.0,F-10,6,6,65340.0
645,400.0,H-13,8,8,98010.0
647,800.0,F-11,7,7,5445.0
648,325.0,G-13,9,8,2722.51
649,2000.0,F-8,9,8,70785.0
650,85.0,Chatha Bakhtawar,3,2,1361.255
652,115.0,Korang Town,5,4,1633.506
655,130.0,D-17,3,2,2994.7609999999995
656,45.0,Islamabad Expressway,6,6,816.7529999999999
657,425.0,G-10,7,7,3811.514
658,295.0,F-17,8,7,5445.0
659,48.0,Ghauri Town,3,2,1361.255
660,295.0,E-18,3,5,136125.0
704,245.0,G-11,5,4,2178.008
705,275.0,I-10,5,8,25319.343
706,42.0,Jhang Syedan,3,3,1361.255
707,260.0,Bahria Town,8,6,5445.0
708,130.0,Korang Town,4,5,1905.757
709,76.0,Bhara kahu,4,3,1905.757
710,230.0,G-8,4,5,1361.255
711,335.0,Bahria Town,4,3,70785.0
712,2600.0,F-6,8,8,10890.0
713,460.0,Bahria Town,9,7,59895.0
714,88.0,Shaheen Town,6,4,1361.255
715,75.0,Shaheen Town,3,2,2178.008
716,70.0,Lehtarar Road,6,4,1361.255
717,1400.0,F-7,5,4,70785.0
718,95.0,Bhara kahu,4,4,1633.506
720,320.0,G-13,8,7,2722.51
721,195.0,Golra Mor,6,6,2722.51
722,57.0,Taramrri,4,4,816.7529999999999
723,115.0,H-13,6,6,1361.255
724,65.0,G-12,6,11,2722.51
725,85.0,Shahpur,3,3,2722.51
727,142.0,Soan Garden,7,7,2722.51
729,71.0,FECHS,3,2,1905.757
775,85.0,Bani Gala,4,4,1633.506
777,250.0,Spring Valley,5,5,10890.0
778,350.0,Emaar Canyon Views,6,5,76230.0
779,73.0,D-17,4,4,1089.004
783,180.0,National Police Foundation,6,6,2722.51
784,825.0,F-10,6,6,59895.0
785,680.0,F-11,5,6,5445.0
787,100.0,Multi Residencia & Orchards,4,4,1905.757
788,140.0,Bahria Town,3,3,1361.255
789,75.0,Gulshan-e-Khudadad,3,3,15246.056
790,60.0,Jhangi Syedan,4,4,1361.255
792,575.0,F-11,9,7,4356.016
793,70.0,Ghauri Town,6,6,1089.004
794,300.0,National Police Foundation,6,6,5445.0
795,45.0,Bhara kahu,3,2,1633.506
796,50.0,Burma Town,3,2,1633.506
797,105.0,Soan Garden,4,3,2994.7609999999995
799,140.0,Bahria Town,3,3,1361.255
803,140.0,D-17,5,4,1633.506
804,425.0,DHA Defence,6,6,5445.0
806,135.0,Bahria Town,3,3,1905.757
807,165.0,G-15,6,6,1905.757
808,280.0,E-11,9,6,18240.817
845,425.0,Bahria Town,7,5,5445.0
846,180.0,Chak Shahzad,4,4,25319.343
847,350.0,G-15,8,6,2722.51
848,85.0,PWD Road,4,3,1361.255
849,450.0,DHA Defence,9,7,5445.0
852,450.0,DHA Defence,9,7,10890.0
854,400.0,G-9,4,4,38659.642
855,107.0,Kuri Road,3,3,2178.008
856,150.0,G-11,2,3,9801.036
858,300.0,Bahria Town,6,6,2722.51
859,185.0,Pakistan Town,10,9,2450.259
860,375.0,Korang Town,7,6,5445.0
861,93.0,H-13,4,4,1361.255
862,110.0,Jhangi Syedan,7,4,1361.255
863,150.0,Soan Garden,7,6,38659.642
864,95.0,Bhara kahu,4,4,1633.506
865,290.0,Kuri Road,4,4,5445.0
866,330.0,G-13,10,10,2994.7609999999995
867,120.0,Ghauri Town,5,7,1633.506
868,450.0,DHA Defence,6,6,5445.0
869,45.0,Jhangi Syedan,3,2,1089.004
870,135.0,FECHS,5,4,2994.7609999999995
871,265.0,PWD Housing Scheme,6,6,38659.642
872,590.0,I-8,7,7,2994.7609999999995
902,110.0,Meherban Colony,6,4,1361.255
903,20.0,Jhangi Syedan,1,3,6806.275
904,395.0,G-13,6,6,3811.514
905,150.0,G-13,4,4,1089.004
906,110.0,Pakistan Town,6,6,18240.817
907,168.0,Pakistan Town,8,7,2722.51
908,280.0,G-15,7,7,38659.642
909,500.0,G-13,6,6,3811.514
910,125.0,PWD Housing Scheme,6,5,25319.343
911,250.0,I-9,6,6,1633.506
912,120.0,Bhara kahu,3,4,5445.0
913,180.0,G-15,5,5,1905.757
914,110.0,Pakistan Town,5,5,18240.817
915,215.0,G-11,5,4,15246.056
916,85.0,Chatha Bakhtawar,6,4,1361.255
917,340.0,D-12,7,7,2994.7609999999995
918,290.0,Bahria Town,5,5,2722.51
919,90.0,H-13,4,4,1089.004
920,275.0,Kuri Road,4,4,5445.0
921,105.0,Kuri Road,3,3,2178.008
922,320.0,E-11,7,5,2178.008
923,55.0,Burma Town,3,3,1633.506
924,260.0,G-13,4,5,1905.757
925,800.0,E-11,8,6,5445.0
927,80.0,G-12,6,5,15246.056
928,225.0,Ghauri Town,9,7,2722.51
929,500.0,G-13,8,7,5445.0
930,470.0,DHA Defence,8,6,5445.0
931,258.0,DHA Defence,3,3,2722.51
933,135.0,FECHS,6,5,2178.008
937,130.0,Margalla Town,3,3,11979.043999999998
938,67.0,Bahria Town,2,2,1361.255
939,650.0,F-10,6,6,5445.0
940,655.0,F-10,6,6,5445.0
941,660.0,F-10,6,6,5445.0
942,665.0,F-10,6,6,5445.0
943,675.0,F-10,6,6,5445.0
944,670.0,F-10,6,6,5445.0
945,285.0,G-8,5,4,18240.817
946,130.0,Pakistan Town,6,5,2722.51
947,185.0,G-11,1,2,1361.255
948,61.0,Bani Gala,3,3,11434.542
949,68.0,Ghauri Town,3,2,1361.255
950,500.0,DHA Defence,6,6,5445.0
951,100.0,I-14,5,4,15246.056
984,70.0,Ghauri Town,3,2,1361.255
985,150.0,Pakistan Town,6,5,2722.51
986,180.0,Korang Town,5,5,26136.096
987,67.0,Koral Town,7,7,14973.804999999998
988,107.0,FECHS,5,4,2178.008
990,700.0,F-11,6,5,5445.0
991,200.0,G-11,2,2,2178.008
992,130.0,Soan Garden,5,4,1633.506
993,150.0,FECHS,7,5,2178.008
994,190.0,I-10,3,4,1633.506
995,525.0,D-12,9,7,29675.359
996,270.0,G-11,4,5,2178.008
997,350.0,G-13,6,7,2722.51
1001,180.0,National Police Foundation,6,6,2722.51
1002,28.85,Al Huda Town,2,3,816.7529999999999
1003,890.0,F-11,9,7,5445.0
1004,130.0,National Police Foundation,6,5,2722.51
1005,115.0,Meherban Colony,6,6,1361.255
1006,450.0,G-15,10,11,81675.0
1008,54.9,Ali Pur,2,3,1633.506
1013,140.0,Bahria Town,3,3,1361.255
1014,90.0,E-16,5,5,1905.757
1015,255.0,G-13,7,4,1905.757
1016,200.0,G-8,4,4,15246.056
1017,225.0,G-10,4,5,1633.506
1018,180.0,National Police Foundation,6,6,2722.51
1019,75.0,Ghauri Town,5,4,1089.004
1020,90.0,I-13,5,6,1089.004
1078,225.0,G-10,4,5,1633.506
1080,48.0,Arsalan Town,2,2,1361.255
1081,155.0,National Police Foundation O-9,4,4,2722.51
1082,155.0,Pakistan Town,6,5,2994.7609999999995
1083,155.0,PWD Housing Scheme,6,5,2722.51
1084,80.0,Qutbal Town,5,6,1361.255
1085,50.0,Alipur Farash,3,4,816.7529999999999
1086,325.0,Bani Gala,5,4,2722.51
1087,135.0,Soan Garden,6,4,1905.757
1088,58.0,Koral Town,3,5,1361.255
1089,150.0,I-10,3,4,1361.255
1090,188.0,G-15,6,6,26952.849
1091,245.0,DHA Defence,5,4,2722.51
1092,335.0,Bahria Town,6,5,70785.0
1093,70.0,Burma Town,6,8,1361.255
1094,53.0,Ghauri Town,3,2,11979.043999999998
1095,300.0,E-11,6,5,2722.51
1096,85.0,Chak Shahzad,4,4,17696.315
1097,75.0,Ghauri Town,5,4,1089.004
1098,85.0,Ghauri Town,4,4,1361.255
1099,140.0,Bhara kahu,6,6,2722.51
1100,270.0,G-15,8,7,3811.514
1127,80.0,C-18,3,3,2722.51
1128,400.0,E-11,5,4,2178.008
1129,140.0,FECHS,6,4,2450.259
1130,130.0,F-17,4,4,1905.757
1131,270.0,Pakistan Town,6,7,65340.0
1132,58.0,Bhara kahu,3,2,1905.757
1133,160.0,D-12,3,3,1089.004
1135,180.0,Bani Gala,5,5,1633.506
1136,95.0,Ghauri Town,6,6,1361.255
1137,190.0,Soan Garden,6,6,33759.124
1138,127.0,FECHS,6,5,1905.757
1139,275.0,DHA Defence,5,4,29130.857
1140,46.0,Arsalan Town,3,2,1361.255
1141,140.0,F-10,4,4,816.7529999999999
1144,360.0,Chak Shahzad,9,4,2722.51
1145,225.0,E-11,5,5,2178.008
1147,75.0,Royal City,5,5,15246.056
1148,49.0,Alipur Farash,4,4,1633.506
1166,265.0,Islamabad Highway,7,8,10890.0
1167,145.0,CBR Town,7,6,2178.008
1168,65.0,Airport Enclave,3,3,1361.255
1169,90.0,Shaheen Town,4,4,20418.825
1170,500.0,Emaar Canyon Views,6,5,65340.0
1171,350.0,E-11,6,5,2178.008
1172,78.0,Ghauri Town,5,4,1089.004
1173,180.0,National Police Foundation,5,4,2722.51
1174,180.0,National Police Foundation,6,7,2722.51
1175,50.83,Koral Town,2,2,1089.004
1176,1300.0,F-6,5,3,98010.0
1177,750.0,F-10,5,5,5445.0
1178,140.0,Bahria Town,4,3,1361.255
1179,850.0,F-10,6,6,59895.0
1180,280.0,G-11,7,7,2178.008
1181,85.0,Soan Garden,4,4,1361.255
1183,300.0,Korang Town,6,6,34848.128
1184,285.0,G-8,5,4,18240.817
1186,245.0,DHA Defence,5,4,3267.012
1187,65.0,Ghauri Town,3,2,1361.255
1188,160.0,FECHS,5,5,1905.757
1225,95.0,National Police Foundation,4,4,1361.255
1226,180.0,I-9,3,4,1905.757
1227,650.0,Bani Gala,10,9,98010.0
1229,115.0,Kuri Road,3,3,2178.008
1230,115.0,Kuri Road,3,3,2178.008
1232,42.0,Burma Town,2,2,9528.785
1233,160.0,G-11,3,4,1089.004
1234,800.0,F-10,3,3,5445.0
1235,39.0,Ali Pur,2,3,816.7529999999999
1236,110.0,Kuri Road,3,3,2178.008
1237,85.0,Spring Valley,6,7,2178.008
1238,40.0,H-13,5,5,7623.027999999999
1239,65.0,Bani Gala,3,4,12251.294999999998
1240,125.0,G-11,1,2,11979.043999999998
1241,49.0,Ghauri Town,3,2,1361.255
1242,210.0,Islamabad - Murree Expressway,3,3,2178.008
1243,250.0,Bahria Town,6,4,2722.51
1244,450.0,DHA Defence,6,6,5445.0
1248,53.0,Ghauri Town,2,2,1089.004
1288,140.0,IJP Road,6,6,1361.255
1289,140.0,D-17,4,4,1633.506
1290,415.0,Bani Gala,6,6,10890.0
1292,142.0,G-13,5,3,1089.004
1293,85.0,Iqbal Town,4,6,1361.255
1294,150.0,G-13,4,4,1089.004
1295,150.0,G-13,4,4,1089.004
1296,150.0,D-13,4,4,4628.267
1297,65.0,Madina Town,6,5,1633.506
1298,182.0,G-15,5,5,2178.008
1299,285.0,G-11,4,4,1905.757
1300,170.0,H-13,6,6,3539.263
1301,200.0,G-8,4,4,15246.056
1302,175.0,Bhara kahu,10,11,5445.0
1303,395.0,DHA Defence,9,8,5445.0
1304,355.0,DHA Defence,6,5,5445.0
1305,1000.0,F-7,5,4,59895.0
1307,280.0,Emaar Canyon Views,5,5,81675.0
1308,70.0,Wapda Town,4,4,2722.51
1340,250.0,Bhara kahu,5,5,81675.0
1341,300.0,Bahria Town,6,5,2994.7609999999995
1342,1800.0,G-6,6,6,114345.0
1343,2900.0,F-7,9,9,10890.0
1344,2200.0,F-8,9,7,98010.0
1345,1350.0,F-7,9,8,5445.0
1346,140.0,Bahria Town,3,3,1361.255
1347,2800.0,F-7,6,6,21780.0
1348,470.0,DHA Defence,8,6,5445.0
1350,50.0,Chatha Bakhtawar,2,2,9528.785
1352,250.0,Bahria Town,5,4,2722.51
1353,58.0,DHA Defence,3,3,2178.008
1354,290.0,G-13,6,5,3267.012
1355,130.0,FECHS,4,4,1905.757
1356,280.0,G-15,7,7,38659.642
1357,130.0,Bani Gala,4,4,3811.514
1361,40.0,Ghauri Town,2,2,816.7529999999999
1362,230.0,I-9,4,5,1905.757
1363,36.0,Taramrri,3,3,6806.275
1364,360.0,G-8,5,4,2450.259
1365,38.0,H-13,4,5,7623.027999999999
1366,70.0,Bhara kahu,6,5,1361.255
1367,210.0,Bahria Town,6,5,2722.51
1385,137.0,Bahria Town,3,3,1361.255
1387,475.0,G-10,7,7,38659.642
1388,160.0,H-13,7,7,2722.51
1389,48.0,Ghauri Town,2,2,1089.004
1390,150.0,Ghauri Town,7,9,18240.817
1391,1900.0,F-7,7,6,114345.0
1392,2995.0,F-7,7,6,10890.0
1393,150.0,I-10,6,4,1361.255
1394,85.0,Soan Garden,2,2,1633.506
1395,460.0,E-11,6,6,43287.909
1396,350.0,G-10,6,5,2450.259
1398,325.0,Rawal Town,3,4,3267.012
1399,285.0,G-8,4,4,1633.506
1400,210.0,G-11,4,4,2178.008
1402,500.0,G-11,6,6,3267.012
1403,250.0,G-13,6,6,2178.008
1406,308.0,E-11,5,4,2722.51
1408,308.0,E-11,5,4,2722.51
1413,385.0,G-9,3,5,38659.642
1438,220.0,G-8,3,3,1633.506
1439,290.0,Ali Pur,6,6,4900.518
1440,480.0,DHA Defence,6,6,5445.0
1441,150.0,H-13,4,5,2178.008
1444,450.0,DHA Defence,6,5,5445.0
1445,48.0,DHA Defence,3,3,2178.008
1446,160.0,Soan Garden,6,6,2722.51
1447,500.0,DHA Defence,7,7,10890.0
1448,150.0,Bhara kahu,1,3,81675.0
1449,90.0,Bani Gala,4,4,1361.255
1450,165.0,G-11,3,4,1089.004
1451,235.0,G-13,5,4,1905.757
1452,145.0,Bahria Town,3,3,1361.255
1467,150.0,Korang Town,3,3,29130.857
1472,340.0,G-9,4,7,2722.51
1473,135.0,Pakistan Town,6,6,2722.51
1477,450.0,DHA Defence,7,5,5445.0
1481,760.0,E-11,7,6,5445.0
1483,220.0,Bahria Town,4,4,2178.008
1484,1700.0,F-10,10,7,10890.0
1485,30.0,H-13,2,2,816.7529999999999
1486,64.0,H-13,4,4,1361.255
1487,85.0,Khanna Pul,6,4,1361.255
1488,1900.0,F-6,6,6,125235.0
1489,30.0,Arsalan Town,3,3,15246.056
1491,150.0,Ghauri Town,9,7,1905.757
1493,275.0,Bahria Town,6,5,2994.7609999999995
1494,50.0,D-13,4,4,1361.255
1495,320.0,E-11,6,5,2178.008
1496,620.0,E-11,10,11,5445.0
1497,38.0,Ghauri Town,3,2,1633.506
1498,95.0,Ghauri Town,4,4,1361.255
1499,320.0,Naval Anchorage,6,5,5445.0
1500,275.0,Bahria Town,5,4,3267.012
1519,165.0,Soan Garden,8,7,2722.51
1520,270.0,G-11,4,4,1905.757
1521,1750.0,F-10,10,7,130680.0
1522,250.0,G-11,5,5,1361.255
1523,110.0,H-13,7,7,1905.757
1525,82.0,Ghauri Town,3,4,1361.255
1527,80.0,Qutbal Town,4,3,2722.51
1529,110.0,Bhara kahu,6,4,1905.757
1530,140.0,PWD Housing Scheme,5,5,25319.343
1531,80.0,Shahpur,4,4,1361.255
1532,190.0,B-17,5,4,4083.765
1533,300.0,G-15,9,6,3267.012
1538,360.0,G-9,9,9,18240.817
1539,31.0,Islamabad - Murree Expressway,3,3,1089.004
1540,190.0,Emaar Canyon Views,3,3,3539.263
1541,199.0,Emaar Canyon Views,3,3,32942.371
1542,450.0,Bani Gala,7,7,65340.0
1545,495.0,D-12,6,4,2994.7609999999995
1546,190.0,Ghauri Town,8,7,2722.51
1547,50.0,Shaheen Town,3,3,1361.255
1549,115.0,H-13,5,4,2722.51
1550,275.0,Bahria Town,5,4,2722.51
1551,89.0,National Police Foundation O-9,5,3,1361.255
1552,115.0,H-13,5,4,1905.757
1553,175.0,Bani Gala,5,4,2722.51
1554,148.0,G-11,2,2,15246.056
1580,165.0,F-17,6,5,1905.757
1581,39.0,Alipur Farash,2,2,816.7529999999999
1582,30.0,DHA Defence,2,2,1361.255
1583,142.0,FECHS,7,5,2178.008
1584,45.0,Taramrri,3,2,1361.255
1585,95.0,I-14,2,2,1361.255
